event_id,event_name,platform,event_status,event_group,event_desc,param_count,param_keys
save_share_page_click,保存分享页面banner 的 try now点击,"Android,iOS",已管理,,保存分享页面banner 的 try now点击,12,"button,category_id,meepo_abcode,banner_id,button_type,function,is_valid_paying,trace_info,material_id,type,theme_type,meepo_abcount"
save_share_page_show,进入保存分享页,"Android,iOS",已管理,,进入保存分享页时上报,7,"meepo_abcode,banner_id,function,is_valid_paying,trace_info,type,meepo_abcount"
saved_airepair,,"Android,iOS",未管理,,,6,"func,meepo_abcode,is_recommend,trace_info,type,meepo_abcount"
saved_snap_outfit,,"Android,iOS",未管理,,,5,"meepo_abcode,outfit_material_name,trace_info,outfit_gender,meepo_abcount"
score_popup_click,提交评分弹窗分数,"Android,iOS",已管理,,点击评分弹窗触发,9,"score,meepo_abcode,pop_id,button_type,page_name,trace_info,content_other,meepo_abcount,content"
score_popup_show,评分弹窗出现,"Android,iOS",已管理,,评分弹窗出现时触发,3,"pop_id,page_name,trace_info"
screen_shot,触发截屏,"Android,iOS",已管理,,触发截屏时触发,1,trace_info
screenshot_save,截屏保存,"Android,iOS",已管理,,截屏保存时触发,16,"is_watermarked,mids_makeup_id,mids_makeup_tag_id,mids_filter_id,background_id,mids_font_id,mids_template_id,mids_haird_id,mids_preset_tag_id,mids_filter_tag_id,img_quality,glitter_id,mids_preset_id,prf_func_saved,makeup_id_cutom,is_ad_unlock"
search_click,点击搜索,"Android,iOS",已管理,,点击搜索时上报,4,"meepo_abcode,trace_info,meepo_abcount,content"
second_func_enter,点击二级功能页面,"Android,iOS",已管理,,点击二级功能页面时上报,16,"second_func,mod,race,gender,trace_info,editSmartFrom,is_tag,meepo_abcount,magic_selection,second_func_order,tab,meepo_abcode,first_func,first_func_order,from,age"
second_func_exposure,二级功能曝光,"Android,iOS",已管理,,功能icon曝光,6,"second_func,meepo_abcode,first_func,trace_info,is_tag,meepo_abcount"
second_func_save,二级功能保存,"Android,iOS",已管理,,保存edit下的二级功能,90,"prf_lip_mod,by_hips_value,by_autobreast_value,rotate,prf_face_mod,mod,by_necklength_value,by_shoulders_value,trace_info,is_effect,auto_icon,type,sp_prf_face_mod_2,magic_selection,direction_value,mode,sp_prf_face_mod_1,by_breast_value,is_batch,tab,prf_nose_mod,first_func,smooth_mode,by_square_shoulders,whiten_use,is_adjust_background_protect,prf_eyebrow_mod,by_neck_length_value,single_side_used,version_type,by_neck_width_value,is_auto,expand,align_level,by_waist_value,selection,is_recommend_text,is_recommend,ai_auto,by_arm_value,by_ai_shape,waist,is_text,crop,is_spot_remover,flash,adjust_selection,by_value,deglare,hot,meepo_abcount,is_recomend_text,is_ai_eraser,by_length_value,by_slim_value,reshape_stat,by_tummy_value,is_adjust_auto,meepo_abcode,natural_value,perspective,ambient_value,sp_prf_eye_mod_1,value,material_name,by_neck_value,sp_prf_eye_mod_2,presets_selection,prf_text,prf_jaw_mod,second_func,prf_head_mod,by_square_shoulders_value,by_head_value,teeth_selection,by_neckwidth_value,type_value,is_mirror_stains,by_buttock_value,func,by_breast,by_auto_value,slender,plump_selection,by_legs_value,prf_eye_mod,is_passersby,is_background_protect,breast,is_objects"
second_func_use,二级功能打勾,"Android,iOS",已管理,,应用edit下的二级功能时触发,208,"sp_prf_text_10,brightness_stat,sp_prf_text_11,sp_prf_text_12,pl_nasal_base_value,sp_prf_text_13,by_necklength_value,sp_prf_text_18,sp_prf_text_19,auto_icon,sp_prf_text_14,bangs_selection,sp_prf_text_15,sp_prf_text_16,sp_prf_text_17,nose_mod,pl_forehead_value,pl_contour_value,sp_prf_text_100,sp_prf_text_101,prf_eyebrow_mod,pl_mouth_value,eyes_mod,bm_nose_size_value,deglare_stat,sp_prf_text_9,sp_prf_text_8,breast_plus,sp_prf_text_7,sp_prf_text_6,sp_prf_text_5,selection,pl_sockets_value,by_waist,cheeks_mod,by_value,sp_prf_text_4,sp_prf_text_3,sp_prf_text_2,reshape_stat,sp_prf_text_1,meepo_abcode,temperature_stat,perspective,shadows_stat,sp_prf_text_106,prf_volume_selection,second_func,texture_selection,sp_prf_text_109,teeth_selection,by_buttock_value,grain_stat,by_auto_value,by_legs_value,sp_prf_text_113,is_passersby,is_objects,skin_tone_custom_color,prf_face_mod,by_ tummy_value,chin_mod,horizontal,resize_stat,first_func,is_adjust,contrast_stat,by_vertical_value,bm_whiten_value,bm_enlarge_stat,adjust,ai_auto,by_ai_shape,bm_contouring_value,crop,is_spot_remover,vignette_stat,vertical,is_ai_eraser,by_length_value,pl_medial_malar_value,by_slim_value,is_adjust_auto,skin_tone_color,bm_dark_circles_stat,prf_head_mod,by_head_value,eyebrows_mod,sharpness_stat,background_id,bm_red_eye_stat,func,prf_eye_mod,by_autobreast_value,pl_middle_value,mod,bm_smooth_value,bm_brighten_stat,sp_prf_text_97,type,prf_nose_mod,is_custom,glitter_id,sp_prf_text_93,bm_slim_stat,by_square_shoulders,is_adjust_background_protect,pl_troughs_value,bm_lip_size_value,bm_whiten_stat,by_waist_value,pl_chin_value,is_recommend,prism_value,sp_prf_text_80,is_text,breast_lite,select_area,bm_tint_value,bokeh_effect,sp_prf_text_72,bokeh_brush,meepo_abcount,is_recomend_text,natural_value,sp_prf_text_70,sp_prf_text_71,bm_chin_value,prf_text,sp_prf_text_62,sp_prf_text_64,by_ neckwidth_value,by_neckwidth_value,bm_tint_stat,muscle_effect,fade_stat,by_ buttock_value,is_background_protect,prf_lip_mod,by_hips_value,sp_prf_text_55,rotate,by_shoulders_value,trace_info,is_effect,flash_stat,saturation_stat,lips_mod,direction_value,mode,by_breast_value,tab,from,whiten_use,head_mod,single_side_used,version_type,sp_prf_text_42,bm_enlarge_value,sp_prf_text_47,is_auto,expand,align_level,bm_skin_tone_color,by_arm_value,sp_prf_text_32,sp_prf_text_33,sp_prf_text_34,by_horizontal_value,sp_prf_text_35,sp_prf_text_30,sp_prf_text_31,highlights_stat,sp_prf_text_36,sp_prf_text_37,bm_face_width_value,adjust_count,sp_prf_text_38,by_ necklength_value,bm_slim_value,by_tummy_value,bm_acne_stat,ambient_value,bm_brighten_value,value,material_name,by_neck_value,presets_selection,sp_prf_text_21,sp_prf_text_22,sp_prf_text_23,prf_jaw_mod,sp_prf_text_24,sp_prf_text_20,sp_prf_text_29,sp_prf_text_25,type_value,sp_prf_text_26,is_mirror_stains,sp_prf_text_27,sp_prf_text_28,bm_dark_circles_value,by_breast,eraser_stat,pl_eyes_value,forehead_mod,hairdye_color,breast"
setting_page_click,设置页面按钮（开关）点击,"Android,iOS",已管理,,设置页面按钮（开关）点击时上报,5,"account_id,meepo_abcode,name,trace_info,meepo_abcount"
setting_page_show,设置页面曝光,"Android,iOS",已管理,,设置页面曝光时上报,1,use_heic_format
settings_banner_click,点击设置页banner,iOS,已管理,,点击设置页banner时触发,2,"account_id,trace_info"
settings_banner_show,展示设置页banner,iOS,已管理,,展示设置页banner时触发（同一次进入设置页仅触发一次）,2,"account_id,trace_info"
share_to_reward,用户点击分享得奖,iOS,已管理,,用户点击分享得奖时触发,2,"share_to,trace_info"
skin_tone_custom_use,,Android,未管理,,,4,"meepo_abcode,trace_info,skin_tone_color,meepo_abcount"
smart_area_click,smart_area_click,"Android,iOS",已管理,,smart模式选区点击,5,"second_area,first_tab,meepo_abcode,trace_info,meepo_abcount"
smart_area_exposure,smart_area_exposure,"Android,iOS",已管理,,smart模式选区曝光,5,"second_area,first_tab,meepo_abcode,trace_info,meepo_abcount"
smart_tab_click,smart_tab_click,"Android,iOS",已管理,,智能选区tab点击,4,"first_tab,meepo_abcode,trace_info,meepo_abcount"
smart_tab_exposure,smart_tab_exposure,"Android,iOS",已管理,,智能选区tab曝光,4,"first_tab,meepo_abcode,trace_info,meepo_abcount"
sms_email_verify_show,输入手机号/邮箱进行验证后的弹窗曝光,"Android,iOS",已管理,,输入手机号/邮箱进行验证后的弹窗曝光时触发,3,"account_id,is_register,login_type"
snapid_headshot_image_detection,,"Android,iOS",未管理,,,5,"meepo_abcode,trace_info,from,is_success,meepo_abcount"
snapid_headshot_page_click,,"Android,iOS",未管理,,,4,"meepo_abcode,name,trace_info,meepo_abcount"
sorry_popup_show,,"Android,iOS",未管理,,,4,"meepo_abcode,trace_info,type,meepo_abcount"
sourcedownload,,"Android,iOS",未管理,,,22,"67201,6570,6020,6111,6440,6110,6740,6113,6112,6940,6720,6500,6115,4014,6114,65703,icon_name,6030,component_version,mode,if_search,6116"
sp_HSL_reset_click,,"Android,iOS",未管理,,,3,"mode,icon_name,component_version"
sp_acne,,"Android,iOS",未管理,,,5,"mode,来源,if_search,icon_name,component_version"
sp_acne_apply,,"Android,iOS",未管理,,,7,"mode,auto,if_search,manual,icon_name,entrance_info,component_version"
sp_acne_apply_new,,"Android,iOS",未管理,,,4,"mode,if_search,icon_name,component_version"
sp_acne_back_reset,,iOS,未管理,,,4,"mode,btn_type,icon_name,component_version"
sp_acne_facelist_click,,iOS,未管理,,,3,"mode,icon_name,component_version"
sp_acne_no,,"Android,iOS",未管理,,,4,"mode,if_search,icon_name,component_version"
sp_acne_tab,,"Android,iOS",未管理,,,6,"mode,click_type,tab_name,if_search,icon_name,component_version"
sp_acne_yes,,"Android,iOS",未管理,,,6,"mode,auto,if_search,manual,icon_name,component_version"
sp_add_button,,"Android,iOS",未管理,,,5,"mode,if_search,icon_name,分类,component_version"
sp_addbutt_import,,"Android,iOS",未管理,,,10,"实况照片数,mode,时长,if_search,gif张数,视频段数,图片张数,icon_name,类型,component_version"
sp_addmethod,,"Android,iOS",未管理,,,15,"tech_original_duration,tech_original_height,tech_asset_isPlayable,tech_asset_height,icon_name,tech_local_identifier,component_version,mode,tech_asset_width,tech_asset_duration,tech_asset_isReadable,if_search,添加方式,tech_original_width,分类"
sp_ai_beauty_material_click,,"Android,iOS",未管理,,,13,"is_face_distinguish,beauty_type,hairsmooth,face_nums,icon_name,apply_face_nums,component_version,mode,is_batch,media_type,if_search,material_id,doublechin_removal"
sp_ai_beauty_save,,"Android,iOS",未管理,,,7,"duration,mode,resolution_type,operation_list,media_type,icon_name,component_version"
sp_ai_beauty_tab_click,,Android,未管理,,,5,"mode,click_type,tab_name,icon_name,component_version"
sp_ai_beauty_window_click,,"Android,iOS",未管理,,,6,"mode,btn_name,if_search,type,icon_name,component_version"
sp_ai_beauty_window_show,,"Android,iOS",未管理,,,5,"mode,if_search,type,icon_name,component_version"
sp_ai_beauty_yes,,"Android,iOS",未管理,,,5,"mode,beauty_type,material_id,icon_name,component_version"
sp_ai_elimination_apply_save,,"Android,iOS",未管理,,,9,"mode,duration,resolution_type,media_type,slide,ab_subfunction,target_type,icon_name,component_version"
sp_ai_elimination_cloth_wrinkle_enter,,"Android,iOS",未管理,,,3,"mode,icon_name,component_version"
sp_ai_elimination_cloth_wrinkle_no,,"Android,iOS",未管理,,,4,"mode,slide,icon_name,component_version"
sp_ai_elimination_cloth_wrinkle_slide,,"Android,iOS",未管理,,,4,"mode,slide,icon_name,component_version"
sp_ai_elimination_cloth_wrinkle_yes,,"Android,iOS",未管理,,,4,"mode,slide,icon_name,component_version"
sp_ai_elimination_reset,,"Android,iOS",未管理,,,3,"mode,icon_name,component_version"
sp_ai_elimination_reset_window_click,,"Android,iOS",未管理,,,4,"mode,btn_name,icon_name,component_version"
sp_ai_elimination_reset_window_show,,"Android,iOS",未管理,,,3,"mode,icon_name,component_version"
sp_ai_elimination_target_type_click,,"Android,iOS",未管理,,,6,"mode,target_type,if_search,icon_name,status,component_version"
sp_ai_elimination_yes,,"Android,iOS",未管理,,,9,"mode,duration,resolution_type,media_type,slide,ab_subfunction,target_type,icon_name,component_version"
sp_ai_repair_diagnose_complete,,"Android,iOS",未管理,,,9,"mode,duration,resolution_type,operation_list,all_time,media_type,if_search,icon_name,component_version"
sp_ai_repair_diagnose_start,,"Android,iOS",未管理,,,7,"mode,duration,resolution_type,media_type,if_search,icon_name,component_version"
sp_ai_repair_recommend_scheme_click,,Android,未管理,,,7,"mode,function_name,target_type,if_search,click_status,icon_name,component_version"
sp_ai_repair_start_deal,,Android,未管理,,,8,"mode,duration,resolution_type,operation_list,media_type,if_search,icon_name,component_version"
sp_aigc_privacy_confirm_window_click,,"Android,iOS",未管理,,,6,"mode,btn_name,if_search,type,icon_name,component_version"
sp_aigc_privacy_confirm_window_show,,"Android,iOS",未管理,,,4,"mode,if_search,icon_name,component_version"
sp_album_is_live_support,,Android,未管理,,,5,"mode,is_live,if_search,icon_name,component_version"
sp_back_click,,"Android,iOS",未管理,,,5,"mode,来源,icon_name,分类,component_version"
sp_back_recover,,"Android,iOS",未管理,,,6,"mode,功能,if_search,icon_name,分类,component_version"
sp_back_show,,"Android,iOS",未管理,,,5,"mode,来源,if_search,icon_name,component_version"
sp_bean_window_exp,,Android,未管理,,,7,"mode,media_type,function_id,material_id,is_user_free,icon_name,component_version"
sp_beauty_apply,,Android,未管理,,,5,"mode,silkworm,icon_name,remove_eye_bags,component_version"
sp_beauty_contrast,,"Android,iOS",未管理,,,5,"mode,if_search,icon_name,类型,component_version"
sp_beauty_intercept_popup_click,,Android,未管理,,,7,"mode,click_type,if_search,icon_name,level3,level2,component_version"
sp_beauty_intercept_popup_show,,Android,未管理,,,6,"mode,if_search,icon_name,level3,level2,component_version"
sp_beauty_magic,,"Android,iOS",未管理,,,5,"mode,来源,if_search,icon_name,component_version"
sp_beauty_model,,"Android,iOS",未管理,,,4,"mode,tab_name,icon_name,component_version"
sp_beauty_model_newtab_click,,Android,未管理,,,6,"mode,click_type,tab_name,if_search,icon_name,component_version"
sp_beauty_model_save_click,,iOS,未管理,,,5,"mode,tab_name,icon_name,save_source,component_version"
sp_beauty_model_tab_click,,"Android,iOS",未管理,,,6,"mode,click_type,tab_id,tab_name,icon_name,component_version"
sp_beauty_reset,,"Android,iOS",未管理,,,5,"mode,if_search,icon_name,类型,component_version"
sp_beauty_reset_choose,,"Android,iOS",未管理,,,6,"mode,if_search,icon_name,类型,分类,component_version"
sp_beauty_reset_show,,"Android,iOS",未管理,,,5,"mode,if_search,icon_name,类型,component_version"
sp_body,视频_身材美型进入,"Android,iOS",已管理,,视频_身材美型进入,5,"mode,来源,if_search,icon_name,component_version"
sp_body_tab,,Android,未管理,,,5,"mode,if_search,icon_name,分类,component_version"
sp_bodybeauty_apply,身材美型保存,"Android,iOS",已管理,,身材美型保存,41,"angular_shoulder_right,瘦腰,swan_neck,haunch_manual,head_manual,angular_shoulder,lift_breast,瘦身,body_manual,icon_name,小头,component_version,arm_left,mode,lift_butt,瘦腿,neck_length,leg_manual,thinleg_manual,shoulder,arm,瘦身_left,straight_back,angular_shoulder_left,瘦腿_left,shoulder_left,thinsmoth_manual,firm_breast_pro,thinsmoth_auto,shoulder_right,neck_thickness,长腿,haunch,瘦腿_right,瘦身_right,arm_right,if_search,firm_butt,breast_enhancement,breast_enhancement_manual,status"
sp_bodybeauty_apply_media,,"Android,iOS",未管理,,,6,"mode,media_type,if_search,icon_name,component_version,bg_protect"
sp_bodybeauty_apply_new,,"Android,iOS",未管理,,,8,"mode,effect_face_nums,ab_subfunction,face_nums,if_search,icon_name,status,component_version"
sp_bodybeauty_auto_click,视频_身材美型一键美型点击,"Android,iOS",已管理,,视频_身材美型一键美型点击,4,"mode,if_search,icon_name,component_version"
sp_bodybeauty_detect_fail,,"Android,iOS",未管理,,,6,"mode,duration,detect_type,if_search,icon_name,component_version"
sp_bodybeauty_detect_start,,"Android,iOS",未管理,,,5,"mode,detect_type,if_search,icon_name,component_version"
sp_bodybeauty_detect_success,,"Android,iOS",未管理,,,6,"mode,duration,detect_type,if_search,icon_name,component_version"
sp_bodybeauty_mode_click,,"Android,iOS",未管理,,,7,"mode,click_type,subfunction,mode_type,if_search,icon_name,component_version"
sp_bodybeauty_model_auto_no,,"Android,iOS",未管理,,,6,"mode,bodybeauty_model_id,side,slide,icon_name,component_version"
sp_bodybeauty_model_auto_yes,,"Android,iOS",未管理,,,6,"mode,bodybeauty_model_id,side,slide,icon_name,component_version"
sp_bodybeauty_model_pf_apply,,iOS,未管理,,,5,"mode,bodybeauty_model_id,is_vip,icon_name,component_version"
sp_bodybeauty_model_pf_click,,"Android,iOS",未管理,,,6,"mode,bodybeauty_model_id,is_vip,source,icon_name,component_version"
sp_bodybeauty_model_pf_no,,Android,未管理,,,5,"mode,bodybeauty_model_id,is_vip,icon_name,component_version"
sp_bodybeauty_model_pf_try,,"Android,iOS",未管理,,,6,"mode,bodybeauty_model_id,is_vip,source,icon_name,component_version"
sp_bodybeauty_model_pf_yes,,iOS,未管理,,,6,"mode,bodybeauty_model_id,is_vip,if_search,icon_name,component_version"
sp_bodybeauty_model_save_click,,iOS,未管理,,,3,"mode,icon_name,component_version"
sp_bodybeauty_model_tab_click,,"Android,iOS",未管理,,,6,"mode,click_type,tab_name,if_search,icon_name,component_version"
sp_bodybeauty_tab_click,视频_身材美型子项选择,"Android,iOS",已管理,,视频_身材美型子项选择,6,"mode,click_type,subfunction,if_search,icon_name,component_version"
sp_bodybeauty_type_click,,"Android,iOS",未管理,,,5,"mode,bodybeauty_type,if_search,icon_name,component_version"
sp_bodybeauty_yes,身材美型打勾,"Android,iOS",已管理,,身材美型打勾,46,"angular_shoulder_right,瘦腰,swan_neck,haunch_manual,head_manual,angular_shoulder,lift_breast,瘦身,body_manual,body,icon_name,小头,leg,component_version,arm_left,mode,head,thinleg,lift_butt,瘦腿,neck_length,leg_manual,thinleg_manual,shoulder,arm,瘦身_left,straight_back,angular_shoulder_left,瘦腿_left,shoulder_left,thinsmoth_manual,firm_breast_pro,thinsmoth_auto,shoulder_right,neck_thickness,长腿,haunch,瘦腿_right,瘦身_right,arm_right,if_search,waist,firm_butt,breast_enhancement,breast_enhancement_manual,status"
sp_bodybeauty_yes_media,,"Android,iOS",未管理,,,6,"mode,media_type,if_search,icon_name,component_version,bg_protect"
sp_bodybeauty_yes_new,,"Android,iOS",未管理,,,8,"mode,effect_face_nums,ab_subfunction,face_nums,if_search,icon_name,status,component_version"
sp_bodyno,,Android,未管理,,,4,"mode,if_search,icon_name,component_version"
sp_brighten,,"Android,iOS",未管理,,,5,"mode,来源,if_search,icon_name,component_version"
sp_brighten_apply,,"Android,iOS",未管理,,,5,"mode,mod,if_search,icon_name,component_version"
sp_brighten_yes,,"Android,iOS",未管理,,,7,"is_auto,mode,is_portrait,is_manual,if_search,icon_name,component_version"
sp_cancle_save,,"Android,iOS",未管理,,,136,"帧率档位,setcover,智能运镜,画中画魔法照片,voice_enhancement,旋转,ab_concealer,cover,贴纸,media_type,默认分辨率档位,在线音乐,是否导出实况照片,是否来自草稿,shoulder,image_matting,canvas,watermark,effect_face_nums,分割,face_nums,lighting,main_keyframe,音量,去双下巴,无声检测,排序,voice_effect,haunch,beauty_model_num,内容片段色度抠图,if_search,magnifier,AI美容,朗读音频,时长,import_format,skin,镜头,变速,eyes,删除,替换,component_version,beauty_magic,一键成片,video_stitching,画质修复数,精致五官,图片张数,转场,镜头追踪,保存方式,from_type,倒放,face_enrich,contour,人像数量,白牙,卡点,acne,是否直传,noise_cancelling,enter_from,skin_color,分辨率档位,icon_name,实况照片数,mode,画中画防抖片段数,人像个数,动画,first_source,rcon_fragment_ewatermark,removeoil,picinpic_ewatermark,音效,画中画滤镜,音乐,素材信息,同款分类,美妆,祛皱,is_voice_separate,边框,文字,手动瘦脸,复制,filtercolor_model_num,魔法照片,AR贴纸,来源,audio_separate_num,原始_人像个数,默认帧率档位,一键美颜,recording,face_lift,is_parts_output,视频段数,words_behind_cnt,export_format,duration,item_following,hair,内容片段防抖片段数,字幕,subfunction,矫正,mosaic,裁剪,等待时长,模板ID,画中画色度抠图,teleprompter_import_text,second_source,调色,美颜,蒙版,smooth,镜像,bronzer,语音字幕,picinpic_keyframe,animate_combination,画中画调色,画中画,身材美型,淡入淡出,body_beauty_model_num,尺寸,滤镜,混合模式,gif张数,画中画裁剪,视频时长"
sp_canvas,,"Android,iOS",未管理,,,5,"mode,来源,icon_name,position_id,component_version"
sp_canvas_apply,,"Android,iOS",未管理,,,7,"mode,尺寸,if_search,缩放,背景,icon_name,component_version"
sp_canvas_apply_new,,"Android,iOS",未管理,,,7,"mode,尺寸,if_search,缩放,背景,icon_name,component_version"
sp_canvas_colortry,,"Android,iOS",未管理,,,4,"mode,背景,icon_name,component_version"
sp_canvas_material_yes,,"Android,iOS",未管理,,,6,"mode,尺寸,缩放,背景,icon_name,component_version"
sp_canvas_sizetry,,"Android,iOS",未管理,,,4,"mode,尺寸,icon_name,component_version"
sp_canvas_tab,,"Android,iOS",未管理,,,5,"mode,click_type,icon_name,分类,component_version"
sp_canvas_zoomtry,,"Android,iOS",未管理,,,4,"mode,缩放,icon_name,component_version"
sp_canvasno,,"Android,iOS",未管理,,,4,"mode,尺寸,icon_name,component_version"
sp_canvasyes,,"Android,iOS",未管理,,,7,"mode,尺寸,来源,缩放,背景,icon_name,component_version"
sp_cloudfunction_compare_click,,iOS,未管理,,,5,"mode,media_type,if_search,icon_name,component_version"
sp_cloudfunction_contrast_mode_click,,"Android,iOS",未管理,,,7,"mode,media_type,if_search,icon_name,status,function_mode,component_version"
sp_cloudfunction_monitor_cancel,,"Android,iOS",未管理,,,69,"all_time,tech_upload_retry_error_code,retry_error_code,tech_api_query_retry_error_message,icon_name,apply_face_nums,mode,resolution_type,server_reopen_flag,server_delivery_elapsed,media_type,retry_count,techDownloadType,tech_upload_retry_count,is_livephoto,msg_id,tech_api_delivery_retry_count,tech_upload_retry,is_face_distinguish,server_repost_time,cancel_step,tech_api_retry,deal_type,server_alg_process_time,face_nums,server_upload_time,tech_video_format,wait_upload_time,upload_time,media_num,retry_error_message,server_sub_task_alg_process_time,if_search,download_result_file_op_code,tech_api_query_retry,server_waiting_time,tech_api_query_retry_error_code,is_motivate,server_remaining_elapsed,server_predict_elapsed,tech_api_delivery_retry_error_code,server_query_elapsed,tech_api_delivery_retry_error_message,server_ai_type,down_time,tech_api_query_retry_count,server_created_timestamp,classical,task_id,deal_time,function_mode,component_version,duration,client_upload_time,retry,from_type,retry_process,tech_upload_retry_error_message,tech_api_delivery_retry,target_type,fps,server_pull_timestamp,retry_mode,server_recived_at,material_id,is_offline_task_dev,task_type,server_handle_platform,mask_path"
sp_cloudfunction_monitor_completed,,"Android,iOS",未管理,,,69,"all_time,tech_upload_retry_error_code,is_retry,retry_error_code,tech_api_query_retry_error_message,icon_name,apply_face_nums,mode,resolution_type,server_reopen_flag,server_delivery_elapsed,media_type,retry_count,techDownloadType,tech_upload_retry_count,is_livephoto,msg_id,tech_api_delivery_retry_count,tech_upload_retry,is_face_distinguish,server_repost_time,tech_api_retry,deal_type,server_alg_process_time,face_nums,server_upload_time,tech_video_format,wait_upload_time,upload_time,media_num,retry_error_message,server_sub_task_alg_process_time,if_search,download_result_file_op_code,tech_api_query_retry,server_waiting_time,tech_api_query_retry_error_code,is_motivate,server_remaining_elapsed,server_predict_elapsed,tech_api_delivery_retry_error_code,server_query_elapsed,tech_api_delivery_retry_error_message,server_ai_type,down_time,tech_api_query_retry_count,server_created_timestamp,classical,task_id,deal_time,function_mode,component_version,duration,client_upload_time,retry,from_type,retry_process,tech_upload_retry_error_message,tech_api_delivery_retry,target_type,fps,server_pull_timestamp,retry_mode,server_recived_at,material_id,is_offline_task_dev,task_type,server_handle_platform,mask_path"
sp_cloudfunction_monitor_deal_complete,,"Android,iOS",未管理,,,51,"all_time,retry_error_code,icon_name,apply_face_nums,mode,resolution_type,server_reopen_flag,server_delivery_elapsed,media_type,techDownloadType,is_livephoto,msg_id,is_face_distinguish,server_repost_time,tech_api_retry,deal_type,server_alg_process_time,face_nums,server_upload_time,wait_upload_time,media_num,retry_error_message,server_sub_task_alg_process_time,if_search,download_result_file_op_code,server_waiting_time,is_motivate,server_remaining_elapsed,server_predict_elapsed,server_query_elapsed,server_ai_type,down_time,server_created_timestamp,classical,task_id,deal_time,component_version,result,duration,client_upload_time,retry,from_type,retry_process,target_type,fps,server_pull_timestamp,retry_mode,server_recived_at,is_offline_task_dev,server_handle_platform,mask_path"
sp_cloudfunction_monitor_download,,"Android,iOS",未管理,,,50,"all_time,retry_error_code,is_retry,tech_api_query_retry_error_message,icon_name,mode,resolution_type,server_reopen_flag,server_delivery_elapsed,media_type,retry_count,is_livephoto,msg_id,server_repost_time,deal_type,server_alg_process_time,server_upload_time,tech_video_format,wait_upload_time,upload_time,media_num,retry_error_message,server_sub_task_alg_process_time,if_search,tech_api_query_retry,server_waiting_time,tech_api_query_retry_error_code,is_motivate,server_remaining_elapsed,server_predict_elapsed,server_query_elapsed,server_ai_type,down_time,tech_api_query_retry_count,server_created_timestamp,deal_time,task_id,function_mode,component_version,duration,retry,from_type,retry_process,target_type,fps,server_pull_timestamp,server_recived_at,material_id,task_type,server_handle_platform"
sp_cloudfunction_monitor_fail,,"Android,iOS",未管理,,,72,"all_time,tech_upload_retry_error_code,is_retry,retry_error_code,tech_api_query_retry_error_message,icon_name,apply_face_nums,mode,resolution_type,server_reopen_flag,server_delivery_elapsed,media_type,retry_count,techDownloadType,tech_upload_retry_count,is_livephoto,msg_id,tech_api_delivery_retry_count,error_message,tech_upload_retry,is_face_distinguish,server_repost_time,tech_api_retry,deal_type,server_alg_process_time,face_nums,server_upload_time,tech_video_format,wait_upload_time,upload_time,media_num,retry_error_message,server_sub_task_alg_process_time,if_search,download_result_file_op_code,error_code,tech_api_query_retry,server_waiting_time,error_cause,tech_api_query_retry_error_code,is_motivate,server_remaining_elapsed,server_predict_elapsed,tech_api_delivery_retry_error_code,server_query_elapsed,tech_api_delivery_retry_error_message,server_ai_type,down_time,tech_api_query_retry_count,server_created_timestamp,classical,task_id,deal_time,function_mode,component_version,duration,client_upload_time,retry,from_type,retry_process,tech_upload_retry_error_message,tech_api_delivery_retry,target_type,fps,server_pull_timestamp,retry_mode,server_recived_at,material_id,is_offline_task_dev,task_type,server_handle_platform,mask_path"
sp_cloudfunction_monitor_start,,"Android,iOS",未管理,,,27,"classical,task_id,icon_name,apply_face_nums,function_mode,component_version,mode,duration,resolution_type,media_type,techDownloadType,is_livephoto,from_type,is_face_distinguish,deal_type,target_type,fps,face_nums,tech_video_format,media_num,if_search,download_result_file_op_code,material_id,is_offline_task_dev,task_type,is_motivate,mask_path"
sp_cloudfunction_monitor_start_success,,"Android,iOS",未管理,,,28,"classical,task_id,icon_name,apply_face_nums,function_mode,component_version,mode,duration,resolution_type,media_type,techDownloadType,is_livephoto,is_ultra,from_type,is_face_distinguish,deal_type,target_type,fps,face_nums,tech_video_format,media_num,if_search,download_result_file_op_code,material_id,is_offline_task_dev,task_type,is_motivate,mask_path"
sp_cloudfunction_monitor_upload,,"Android,iOS",未管理,,,27,"classical,task_id,icon_name,apply_face_nums,function_mode,component_version,mode,duration,resolution_type,media_type,techDownloadType,is_livephoto,from_type,is_face_distinguish,deal_type,target_type,fps,face_nums,tech_video_format,media_num,if_search,download_result_file_op_code,material_id,is_offline_task_dev,task_type,is_motivate,mask_path"
sp_color,,"Android,iOS",未管理,,,5,"mode,来源,icon_name,entrance_type,component_version"
sp_color_apply,,"Android,iOS",未管理,,,5,"mode,ab_subfunction,if_search,icon_name,component_version"
sp_color_hsl_apply,,"Android,iOS",未管理,,,12,"mode,红,color_picked,黄,粉,橙,紫,蓝,icon_name,class,绿,component_version"
sp_color_hsl_palette_click,,"Android,iOS",未管理,,,4,"mode,color_id,icon_name,component_version"
sp_color_subfun_apply,,"Android,iOS",未管理,,,24,"曝光,饱和度,色调,高光,色温,颗粒,画质修复,HSL_saturation,HSL_hues,对比度,icon_name,阴影,component_version,mode,亮度,清晰度,锐化,HSL_brightness,暗角,褪色,if_search,智能增强,光感,分类"
