月份,市场,平台,功能,进入人数,打勾人数,渠道/自然
2026-07-01T00:00:00,巴西,iOS,Acne,554.516129032258,444.38709677419354,Organic
2026-06-01T00:00:00,美国,Android,Stamp,6.333333333333333,1.7407407407407407,Organic
2026-07-01T00:00:00,英国,Android,Magic,26.806451612903224,13.35483870967742,Organic
2026-07-01T00:00:00,巴西,iOS,Dark Circles,214.48387096774192,177.41935483870967,Organic
2026-04-01T00:00:00,墨西哥,Android,Body,21.166666666666668,12.0,Organic
2026-07-01T00:00:00,巴西,Android,AI Expand,24.483870967741936,11.451612903225806,Organic
2026-02-01T00:00:00,墨西哥,iOS,Smooth,36.035714285714285,29.107142857142858,Organic
2026-07-01T00:00:00,美国,Android,Whiten,0.0,0.0,Organic
2026-05-01T00:00:00,英国,Android,Smooth,14.612903225806452,11.64516129032258,Organic
2026-07-01T00:00:00,英国,Android,Filters,27.64516129032258,7.935483870967742,Organic
2026-06-01T00:00:00,英国,iOS,Mykit,34.74074074074074,0.0,Organic
2026-08-01T00:00:00,墨西哥,iOS,Makeup,60.333333333333336,26.666666666666668,Organic
2026-08-01T00:00:00,墨西哥,Android,Eraser,16.5,8.0,Organic
2026-06-01T00:00:00,墨西哥,iOS,Body,33.629629629629626,22.88888888888889,Organic
2026-05-01T00:00:00,美国,iOS,Matte,87.74193548387096,45.38709677419355,Organic
2026-05-01T00:00:00,巴西,Android,Face Fix,66.06451612903226,15.580645161290322,Organic
2026-07-01T00:00:00,美国,Android,Plump,18.451612903225808,6.580645161290323,Organic
2026-08-01T00:00:00,英国,iOS,Bokeh,14.333333333333334,3.5,Organic
2026-06-01T00:00:00,墨西哥,iOS,Eraser,22.925925925925927,12.851851851851851,Organic
2026-08-01T00:00:00,巴西,iOS,AI Repair,236.66666666666666,84.5,Organic
2026-02-01T00:00:00,墨西哥,iOS,Details,5.107142857142857,1.6428571428571428,Organic
2026-07-01T00:00:00,墨西哥,Android,Adjust,16.419354838709676,7.612903225806452,Organic
2026-02-01T00:00:00,巴西,iOS,Matte,68.89285714285714,33.0,Organic
2026-02-01T00:00:00,墨西哥,Android,Smooth,9.928571428571429,6.642857142857143,Organic
2026-03-01T00:00:00,巴西,iOS,Skin Tone,287.8709677419355,175.7741935483871,Organic
2026-03-01T00:00:00,墨西哥,iOS,Expression,10.193548387096774,2.2903225806451615,Organic
2026-02-01T00:00:00,巴西,iOS,Crop,268.07142857142856,196.28571428571428,Organic
2026-02-01T00:00:00,巴西,iOS,Whiten,0.0,0.0,Organic
2026-01-01T00:00:00,美国,iOS,Whiten,0.0,0.0,Organic
2026-02-01T00:00:00,美国,Android,AI Repair,14.464285714285714,7.214285714285714,Organic
2026-06-01T00:00:00,巴西,iOS,Smooth,779.8518518518518,630.9629629629629,Organic
2026-06-01T00:00:00,巴西,Android,Magic,314.7037037037037,166.74074074074073,Organic
2026-02-01T00:00:00,巴西,Android,Brighten,56.892857142857146,29.428571428571427,Organic
2026-05-01T00:00:00,美国,iOS,AI Retouch,982.6774193548387,315.258064516129,Organic
2026-07-01T00:00:00,美国,Android,Muscle,15.903225806451612,4.161290322580645,Organic
2026-07-01T00:00:00,巴西,Android,Teeth,61.32258064516129,33.41935483870968,Organic
2026-03-01T00:00:00,巴西,Android,Concealer,79.61290322580645,35.064516129032256,Organic
2026-05-01T00:00:00,墨西哥,iOS,Brighten,8.96774193548387,4.580645161290323,Organic
2026-04-01T00:00:00,巴西,iOS,Magic,1263.2666666666667,728.9666666666667,Organic
2026-01-01T00:00:00,墨西哥,Android,Adjust,22.0,9.096774193548388,Organic
2026-04-01T00:00:00,英国,Android,Text,2.933333333333333,0.2,Organic
2026-07-01T00:00:00,美国,Android,Contour,11.838709677419354,5.612903225806452,Organic
2026-02-01T00:00:00,墨西哥,Android,Flawless,0.0,0.0,Organic
2026-07-01T00:00:00,英国,Android,Face,29.096774193548388,14.35483870967742,Organic
2026-03-01T00:00:00,美国,iOS,Whiten,0.0,0.0,Organic
2026-04-01T00:00:00,墨西哥,iOS,Eye Brighten,5.433333333333334,3.3333333333333335,Organic
2026-03-01T00:00:00,巴西,Android,Prism,21.225806451612904,7.806451612903226,Organic
2026-06-01T00:00:00,英国,Android,Blur,3.259259259259259,2.111111111111111,Organic
2026-06-01T00:00:00,美国,Android,Makeup,55.370370370370374,27.555555555555557,Organic
2026-07-01T00:00:00,巴西,Android,Face Fix,53.903225806451616,13.451612903225806,Organic
2026-04-01T00:00:00,英国,Android,Relight,14.6,5.733333333333333,Organic
2026-08-01T00:00:00,英国,iOS,AI Replace,14.666666666666666,6.666666666666667,Organic
2026-06-01T00:00:00,美国,iOS,Makeup,503.77777777777777,211.22222222222223,Organic
2026-08-01T00:00:00,英国,iOS,Skin Tone,108.66666666666667,78.33333333333333,Organic
2026-08-01T00:00:00,英国,Android,AI Image,5.5,1.3333333333333333,Organic
2026-01-01T00:00:00,墨西哥,iOS,Preset,10.774193548387096,0.8064516129032258,Organic
2026-03-01T00:00:00,巴西,iOS,Body,452.6774193548387,314.80645161290323,Organic
2026-01-01T00:00:00,巴西,iOS,Details,88.29032258064517,28.580645161290324,Organic
2026-01-01T00:00:00,美国,Android,Concealer,14.96774193548387,6.129032258064516,Organic
2026-01-01T00:00:00,英国,Android,Matte,1.8387096774193548,0.8709677419354839,Organic
2026-02-01T00:00:00,墨西哥,Android,Makeup,16.678571428571427,9.285714285714286,Organic
2026-06-01T00:00:00,墨西哥,Android,Concealer,6.925925925925926,2.1481481481481484,Organic
2026-04-01T00:00:00,美国,Android,Smooth,38.0,30.466666666666665,Organic
2026-02-01T00:00:00,英国,iOS,Muscle,17.678571428571427,4.821428571428571,Organic
2026-01-01T00:00:00,巴西,Android,Brighten,96.03225806451613,47.935483870967744,Organic
2026-05-01T00:00:00,墨西哥,Android,Details,3.7419354838709675,1.6774193548387097,Organic
2026-01-01T00:00:00,墨西哥,Android,Face Fix,10.806451612903226,2.5483870967741935,Organic
2026-03-01T00:00:00,巴西,Android,Acne,110.48387096774194,81.09677419354838,Organic
2026-02-01T00:00:00,美国,Android,Stamp,4.607142857142857,1.2142857142857142,Organic
2026-05-01T00:00:00,英国,iOS,Filters,250.03225806451613,60.16129032258065,Organic
2026-03-01T00:00:00,英国,Android,Relight,10.290322580645162,4.451612903225806,Organic
2026-03-01T00:00:00,美国,Android,Muscle,7.451612903225806,2.4516129032258065,Organic
2026-05-01T00:00:00,英国,Android,Acne,7.580645161290323,5.516129032258065,Organic
2026-01-01T00:00:00,美国,Android,Brighten,12.838709677419354,6.967741935483871,Organic
2026-04-01T00:00:00,英国,Android,AI Expand,4.166666666666667,1.0666666666666667,Organic
2026-03-01T00:00:00,墨西哥,iOS,AI Tattoo,3.4193548387096775,0.6774193548387096,Organic
2026-02-01T00:00:00,英国,Android,Teeth,6.642857142857143,0.0,Organic
2026-04-01T00:00:00,英国,iOS,Matte,18.2,8.833333333333334,Organic
2026-07-01T00:00:00,墨西哥,iOS,Makeup,56.32258064516129,27.612903225806452,Organic
2026-02-01T00:00:00,巴西,iOS,Bokeh,100.46428571428571,31.714285714285715,Organic
2026-02-01T00:00:00,巴西,Android,Dark Circles,53.57142857142857,35.25,Organic
2026-05-01T00:00:00,美国,iOS,Stamp,32.354838709677416,7.903225806451613,Organic
2026-04-01T00:00:00,美国,iOS,Dark Circles,128.8,89.13333333333334,Organic
2026-02-01T00:00:00,巴西,iOS,Reshape,1040.8214285714287,832.75,Organic
2026-04-01T00:00:00,英国,Android,Effects,11.866666666666667,0.36666666666666664,Organic
2026-02-01T00:00:00,英国,Android,Contour,2.8214285714285716,1.2142857142857142,Organic
2026-08-01T00:00:00,墨西哥,Android,Face Fix,6.333333333333333,2.3333333333333335,Organic
2026-08-01T00:00:00,美国,iOS,Contour,61.833333333333336,32.666666666666664,Organic
2026-08-01T00:00:00,墨西哥,iOS,AI Expand,88.83333333333333,73.83333333333333,Organic
2026-03-01T00:00:00,巴西,iOS,AI Expand,102.41935483870968,39.774193548387096,Organic
2026-02-01T00:00:00,墨西哥,iOS,AI Tattoo,3.75,0.75,Organic
2026-05-01T00:00:00,墨西哥,Android,Glowup,14.516129032258064,2.6451612903225805,Organic
2026-04-01T00:00:00,墨西哥,iOS,Stamp,5.733333333333333,1.1666666666666667,Organic
2026-01-01T00:00:00,巴西,Android,AI Expand,86.2258064516129,38.483870967741936,Organic
2026-01-01T00:00:00,墨西哥,Android,Text,5.838709677419355,0.7096774193548387,Organic
2026-07-01T00:00:00,巴西,Android,Plump,44.70967741935484,14.35483870967742,Organic
2026-01-01T00:00:00,美国,iOS,AI Image,170.48387096774192,19.0,Organic
2026-04-01T00:00:00,墨西哥,Android,Hair,71.56666666666666,19.633333333333333,Organic
2026-04-01T00:00:00,美国,Android,Details,10.033333333333333,5.2,Organic
2026-04-01T00:00:00,英国,iOS,Adjust,79.53333333333333,45.4,Organic
2026-07-01T00:00:00,美国,iOS,AI Image,173.61290322580646,27.548387096774192,Organic
2026-04-01T00:00:00,美国,Android,Prism,5.233333333333333,2.1666666666666665,Organic
2026-03-01T00:00:00,墨西哥,Android,Crop,15.064516129032258,10.516129032258064,Organic
2026-03-01T00:00:00,美国,iOS,Magic,714.258064516129,374.96774193548384,Organic
2026-07-01T00:00:00,墨西哥,Android,Text,3.5806451612903225,0.45161290322580644,Organic
2026-06-01T00:00:00,巴西,Android,Matte,14.518518518518519,6.2592592592592595,Organic
2026-04-01T00:00:00,墨西哥,iOS,Dark Circles,10.333333333333334,7.366666666666666,Organic
2026-06-01T00:00:00,美国,Android,Concealer,22.37037037037037,9.037037037037036,Organic
2026-01-01T00:00:00,美国,Android,Effects,21.451612903225808,1.7741935483870968,Organic
2026-04-01T00:00:00,墨西哥,Android,Prism,3.966666666666667,1.3,Organic
2026-06-01T00:00:00,墨西哥,iOS,Crop,10.037037037037036,7.296296296296297,Organic
2026-04-01T00:00:00,英国,iOS,Expression,26.933333333333334,5.5,Organic
2026-08-01T00:00:00,墨西哥,iOS,Flawless,0.0,0.0,Organic
2026-08-01T00:00:00,巴西,iOS,Resize,250.83333333333334,125.33333333333333,Organic
2026-08-01T00:00:00,巴西,iOS,Hair,282.8333333333333,108.33333333333333,Organic
2026-05-01T00:00:00,英国,Android,Plump,3.3548387096774195,1.064516129032258,Organic
2026-02-01T00:00:00,巴西,iOS,Glitter,79.71428571428571,12.821428571428571,Organic
2026-03-01T00:00:00,英国,Android,AI Replace,4.290322580645161,1.8709677419354838,Organic
2026-07-01T00:00:00,巴西,Android,AI Retouch,266.741935483871,90.70967741935483,Organic
2026-01-01T00:00:00,美国,iOS,Skin Tone,261.06451612903226,177.2258064516129,Organic
2026-01-01T00:00:00,英国,iOS,Acne,88.96774193548387,64.58064516129032,Organic
2026-07-01T00:00:00,美国,iOS,Details,87.06451612903226,28.387096774193548,Organic
2026-03-01T00:00:00,美国,iOS,AI Replace,52.064516129032256,22.64516129032258,Organic
2026-07-01T00:00:00,墨西哥,iOS,Matte,5.580645161290323,2.935483870967742,Organic
2026-06-01T00:00:00,美国,iOS,Muscle,97.25925925925925,25.62962962962963,Organic
2026-06-01T00:00:00,墨西哥,iOS,Hair,25.85185185185185,7.111111111111111,Organic
2026-02-01T00:00:00,英国,iOS,Stamp,7.607142857142857,2.0357142857142856,Organic
2026-02-01T00:00:00,墨西哥,Android,Prism,2.142857142857143,0.7142857142857143,Organic
2026-08-01T00:00:00,美国,iOS,Background,179.66666666666666,18.166666666666668,Organic
2026-02-01T00:00:00,墨西哥,Android,Stamp,3.4285714285714284,0.5357142857142857,Organic
2026-08-01T00:00:00,巴西,iOS,AI Image,158.5,38.333333333333336,Organic
2026-08-01T00:00:00,美国,iOS,Relight,876.3333333333334,477.0,Organic
2026-08-01T00:00:00,墨西哥,iOS,Magic,96.33333333333333,39.666666666666664,Organic
2026-07-01T00:00:00,英国,iOS,Effects,73.74193548387096,1.1612903225806452,Organic
2026-01-01T00:00:00,巴西,iOS,Stamp,59.0,12.870967741935484,Organic
2026-01-01T00:00:00,英国,Android,Mykit,4.32258064516129,0.0,Organic
2026-05-01T00:00:00,英国,iOS,Teeth,64.03225806451613,0.0,Organic
2026-05-01T00:00:00,墨西哥,Android,Hair,53.54838709677419,14.451612903225806,Organic
2026-01-01T00:00:00,美国,iOS,Matte,63.225806451612904,33.935483870967744,Organic
2026-06-01T00:00:00,墨西哥,iOS,Contour,4.074074074074074,1.8888888888888888,Organic
2026-01-01T00:00:00,英国,Android,Details,3.225806451612903,1.2580645161290323,Organic
2026-06-01T00:00:00,英国,iOS,Brighten,54.0,26.444444444444443,Organic
2026-05-01T00:00:00,墨西哥,iOS,Prism,2.225806451612903,0.41935483870967744,Organic
2026-08-01T00:00:00,英国,Android,Glitter,2.1666666666666665,0.16666666666666666,Organic
2026-06-01T00:00:00,墨西哥,iOS,Details,5.62962962962963,2.0,Organic
2026-02-01T00:00:00,巴西,iOS,Filters,1004.5,183.10714285714286,Organic
2026-01-01T00:00:00,巴西,Android,Relight,234.29032258064515,110.70967741935483,Organic
2026-05-01T00:00:00,巴西,Android,Crop,124.58064516129032,100.7741935483871,Organic
2026-03-01T00:00:00,美国,Android,Contour,7.387096774193548,3.2903225806451615,Organic
2026-01-01T00:00:00,英国,Android,Smooth,12.32258064516129,9.258064516129032,Organic
2026-03-01T00:00:00,英国,Android,Eraser,14.64516129032258,7.967741935483871,Organic
2026-05-01T00:00:00,墨西哥,Android,Mykit,7.741935483870968,0.0,Organic
2026-03-01T00:00:00,英国,Android,Glitter,3.3225806451612905,0.5483870967741935,Organic
2026-03-01T00:00:00,英国,iOS,Glowup,73.45161290322581,24.032258064516128,Organic
2026-02-01T00:00:00,巴西,Android,AI Expand,57.25,26.678571428571427,Organic
2026-05-01T00:00:00,英国,Android,Concealer,5.064516129032258,2.4516129032258065,Organic
2026-04-01T00:00:00,美国,iOS,AI Repair,121.9,38.6,Organic
2026-03-01T00:00:00,墨西哥,iOS,AI Repair,8.193548387096774,3.6129032258064515,Organic
2026-08-01T00:00:00,美国,Android,Muscle,7.0,1.8333333333333333,Organic
2026-08-01T00:00:00,墨西哥,iOS,Filters,240.0,67.83333333333333,Organic
2026-08-01T00:00:00,巴西,iOS,Reshape,909.6666666666666,720.8333333333334,Organic
2026-08-01T00:00:00,英国,iOS,Expression,37.166666666666664,7.0,Organic
2026-01-01T00:00:00,巴西,Android,Flawless,0.0,0.0,Organic
2026-06-01T00:00:00,墨西哥,iOS,Preset,11.62962962962963,0.4074074074074074,Organic
2026-01-01T00:00:00,英国,Android,Crop,6.387096774193548,5.129032258064516,Organic
2026-01-01T00:00:00,英国,Android,Stamp,1.3870967741935485,0.12903225806451613,Organic
2026-06-01T00:00:00,英国,Android,AI Repair,6.407407407407407,2.7037037037037037,Organic
2026-03-01T00:00:00,英国,iOS,Smooth,134.09677419354838,101.38709677419355,Organic
2026-01-01T00:00:00,英国,iOS,Dark Circles,40.41935483870968,30.322580645161292,Organic
2026-01-01T00:00:00,巴西,Android,Glowup,134.2258064516129,34.03225806451613,Organic
2026-02-01T00:00:00,美国,iOS,AI Expand,60.714285714285715,19.607142857142858,Organic
2026-01-01T00:00:00,美国,iOS,Body,209.93548387096774,134.06451612903226,Organic
2026-02-01T00:00:00,美国,iOS,Dark Circles,119.5,86.10714285714286,Organic
2026-04-01T00:00:00,巴西,Android,Adjust,194.46666666666667,107.03333333333333,Organic
2026-01-01T00:00:00,美国,iOS,Resize,161.96774193548387,72.83870967741936,Organic
2026-08-01T00:00:00,美国,iOS,Reshape,454.5,292.5,Organic
2026-03-01T00:00:00,墨西哥,Android,Smooth,13.709677419354838,8.612903225806452,Organic
2026-02-01T00:00:00,英国,iOS,Text,9.392857142857142,0.75,Organic
2026-02-01T00:00:00,巴西,Android,Blur,74.21428571428571,48.035714285714285,Organic
2026-08-01T00:00:00,英国,iOS,Stamp,9.833333333333334,2.3333333333333335,Organic
2026-08-01T00:00:00,墨西哥,Android,Muscle,5.333333333333333,2.1666666666666665,Organic
2026-08-01T00:00:00,英国,iOS,Whiten,0.0,0.0,Organic
2026-08-01T00:00:00,英国,Android,Relight,15.0,7.666666666666667,Organic
2026-08-01T00:00:00,巴西,iOS,Contour,55.333333333333336,27.666666666666668,Organic
2026-07-01T00:00:00,英国,Android,Muscle,2.3225806451612905,0.9032258064516129,Organic
2026-07-01T00:00:00,英国,iOS,Background,55.74193548387097,5.32258064516129,Organic
2026-03-01T00:00:00,美国,Android,Reshape,25.677419354838708,15.935483870967742,Organic
2026-04-01T00:00:00,英国,Android,Concealer,9.7,4.433333333333334,Organic
2026-04-01T00:00:00,墨西哥,Android,Teeth,11.1,0.0,Organic
2026-02-01T00:00:00,美国,iOS,Resize,154.0,68.67857142857143,Organic
2026-06-01T00:00:00,美国,Android,Magic,94.33333333333333,48.0,Organic
2026-04-01T00:00:00,巴西,iOS,Skin Tone,308.26666666666665,186.33333333333334,Organic
2026-07-01T00:00:00,美国,iOS,Makeup,535.4516129032259,232.93548387096774,Organic
2026-06-01T00:00:00,英国,iOS,AI Retouch,270.85185185185185,84.96296296296296,Organic
2026-05-01T00:00:00,英国,Android,Eraser,8.548387096774194,4.451612903225806,Organic
2026-06-01T00:00:00,英国,iOS,Teeth,62.0,10.407407407407407,Organic
2026-04-01T00:00:00,美国,Android,Hair,49.1,16.766666666666666,Organic
2026-05-01T00:00:00,巴西,iOS,Background,215.90322580645162,14.903225806451612,Organic
2026-01-01T00:00:00,英国,iOS,Text,9.387096774193548,0.8709677419354839,Organic
2026-03-01T00:00:00,墨西哥,Android,Bokeh,4.967741935483871,1.5161290322580645,Organic
2026-03-01T00:00:00,墨西哥,iOS,Text,2.4516129032258065,0.2903225806451613,Organic
2026-02-01T00:00:00,墨西哥,iOS,Plump,9.964285714285714,1.8928571428571428,Organic
2026-05-01T00:00:00,墨西哥,Android,Skin Tone,14.03225806451613,9.64516129032258,Organic
2026-02-01T00:00:00,英国,Android,Smooth,13.357142857142858,10.428571428571429,Organic
2026-06-01T00:00:00,英国,iOS,Dark Circles,39.629629629629626,26.296296296296298,Organic
2026-08-01T00:00:00,英国,Android,Eye Brighten,2.3333333333333335,1.8333333333333333,Organic
2026-02-01T00:00:00,英国,Android,Hair,14.607142857142858,3.892857142857143,Organic
2026-05-01T00:00:00,墨西哥,Android,Smooth,18.580645161290324,14.193548387096774,Organic
2026-05-01T00:00:00,巴西,Android,Matte,18.548387096774192,7.709677419354839,Organic
2026-02-01T00:00:00,美国,iOS,AI Tattoo,48.07142857142857,8.785714285714286,Organic
2026-02-01T00:00:00,巴西,iOS,Mykit,63.0,0.0,Organic
2026-08-01T00:00:00,巴西,Android,Background,52.0,6.333333333333333,Organic
2026-01-01T00:00:00,墨西哥,Android,AI Repair,16.70967741935484,8.387096774193548,Organic
2026-06-01T00:00:00,美国,iOS,Bokeh,38.74074074074074,7.666666666666667,Organic
2026-07-01T00:00:00,美国,Android,Face Fix,26.161290322580644,7.032258064516129,Organic
2026-05-01T00:00:00,英国,iOS,Matte,19.612903225806452,10.709677419354838,Organic
2026-02-01T00:00:00,墨西哥,iOS,AI Retouch,44.714285714285715,18.464285714285715,Organic
2026-04-01T00:00:00,巴西,iOS,Eraser,569.4666666666667,314.9,Organic
2026-05-01T00:00:00,墨西哥,Android,Reshape,25.580645161290324,14.612903225806452,Organic
2026-06-01T00:00:00,美国,Android,Skin Tone,24.296296296296298,14.481481481481481,Organic
2026-04-01T00:00:00,巴西,iOS,Plump,235.03333333333333,71.3,Organic
2026-06-01T00:00:00,墨西哥,iOS,Filters,61.55555555555556,18.037037037037038,Organic
2026-05-01T00:00:00,英国,iOS,Glitter,20.64516129032258,3.4193548387096775,Organic
2026-04-01T00:00:00,英国,iOS,AI Image,47.5,3.966666666666667,Organic
2026-08-01T00:00:00,巴西,Android,Plump,40.0,12.166666666666666,Organic
2026-03-01T00:00:00,英国,iOS,Matte,17.93548387096774,9.129032258064516,Organic
2026-08-01T00:00:00,英国,Android,Teeth,6.5,3.5,Organic
2026-08-01T00:00:00,美国,Android,AI Repair,21.5,11.0,Organic
2026-02-01T00:00:00,巴西,Android,Text,27.928571428571427,3.75,Organic
2026-06-01T00:00:00,巴西,Android,Preset,74.96296296296296,5.851851851851852,Organic
2026-04-01T00:00:00,墨西哥,iOS,AI Expand,6.1,1.8333333333333333,Organic
2026-04-01T00:00:00,美国,Android,Stamp,5.233333333333333,1.3,Organic
2026-05-01T00:00:00,巴西,Android,Expression,54.61290322580645,13.612903225806452,Organic
2026-03-01T00:00:00,巴西,iOS,Eye Brighten,111.80645161290323,82.74193548387096,Organic
2026-04-01T00:00:00,美国,iOS,AI Replace,51.666666666666664,22.966666666666665,Organic
2026-05-01T00:00:00,美国,Android,Skin Tone,22.032258064516128,14.193548387096774,Organic
2026-06-01T00:00:00,美国,iOS,Smooth,532.0,394.44444444444446,Organic
2026-01-01T00:00:00,美国,iOS,Eye Brighten,97.45161290322581,64.7741935483871,Organic
2026-02-01T00:00:00,墨西哥,Android,Crop,9.785714285714286,7.571428571428571,Organic
2026-04-01T00:00:00,墨西哥,Android,Smooth,19.266666666666666,11.7,Organic
2026-02-01T00:00:00,墨西哥,Android,Expression,6.535714285714286,2.25,Organic
2026-08-01T00:00:00,英国,iOS,Text,10.166666666666666,1.0,Organic
2026-08-01T00:00:00,墨西哥,Android,Crop,13.166666666666666,9.333333333333334,Organic
2026-02-01T00:00:00,墨西哥,Android,Matte,1.8214285714285714,0.8214285714285714,Organic
2026-03-01T00:00:00,英国,Android,Dark Circles,5.580645161290323,3.774193548387097,Organic
2026-06-01T00:00:00,墨西哥,Android,Background,10.777777777777779,1.1851851851851851,Organic
2026-03-01T00:00:00,美国,iOS,Concealer,189.48387096774192,83.83870967741936,Organic
2026-06-01T00:00:00,墨西哥,iOS,AI Image,13.0,1.7407407407407407,Organic
2026-05-01T00:00:00,美国,Android,Filters,72.54838709677419,26.129032258064516,Organic
2026-04-01T00:00:00,墨西哥,iOS,Face Fix,15.3,2.2333333333333334,Organic
2026-04-01T00:00:00,墨西哥,iOS,Magic,68.0,31.466666666666665,Organic
2026-02-01T00:00:00,巴西,Android,Magic,397.0,214.71428571428572,Organic
2026-07-01T00:00:00,美国,iOS,Relight,826.9032258064516,434.48387096774195,Organic
2026-01-01T00:00:00,墨西哥,Android,AI Tattoo,7.612903225806452,2.2580645161290325,Organic
2026-04-01T00:00:00,墨西哥,Android,Flawless,0.0,0.0,Organic
2026-05-01T00:00:00,美国,Android,Mykit,14.612903225806452,0.0,Organic
2026-08-01T00:00:00,美国,Android,Blur,12.333333333333334,7.666666666666667,Organic
2026-06-01T00:00:00,美国,Android,Filters,94.5925925925926,30.11111111111111,Organic
2026-07-01T00:00:00,英国,Android,Prism,1.096774193548387,0.25806451612903225,Organic
2026-07-01T00:00:00,巴西,Android,Preset,62.774193548387096,4.612903225806452,Organic
2026-03-01T00:00:00,墨西哥,iOS,Muscle,7.516129032258065,2.806451612903226,Organic
2026-04-01T00:00:00,巴西,Android,Expression,63.5,16.633333333333333,Organic
2026-01-01T00:00:00,墨西哥,iOS,Flawless,0.0,0.0,Organic
2026-06-01T00:00:00,巴西,Android,AI Retouch,292.5925925925926,106.51851851851852,Organic
2026-04-01T00:00:00,巴西,iOS,Filters,1309.6,276.43333333333334,Organic
2026-08-01T00:00:00,墨西哥,iOS,Skin Tone,28.833333333333332,19.5,Organic
2026-01-01T00:00:00,巴西,iOS,Matte,81.87096774193549,37.38709677419355,Organic
2026-07-01T00:00:00,美国,iOS,Hair,456.3225806451613,139.67741935483872,Organic
2026-06-01T00:00:00,巴西,Android,Details,16.185185185185187,6.185185185185185,Organic
2026-07-01T00:00:00,巴西,iOS,Crop,264.7096774193548,193.29032258064515,Organic
2026-08-01T00:00:00,墨西哥,Android,Stamp,3.5,1.0,Organic
2026-04-01T00:00:00,美国,Android,Makeup,42.13333333333333,25.166666666666668,Organic
2026-02-01T00:00:00,英国,Android,Bokeh,2.2142857142857144,0.75,Organic
2026-02-01T00:00:00,墨西哥,iOS,Eraser,25.678571428571427,14.857142857142858,Organic
2026-05-01T00:00:00,英国,iOS,Resize,53.193548387096776,23.612903225806452,Organic
2026-06-01T00:00:00,巴西,Android,Glowup,68.14814814814815,14.074074074074074,Organic
2026-01-01T00:00:00,巴西,iOS,Whiten,0.0,0.0,Organic
2026-04-01T00:00:00,墨西哥,Android,AI Image,24.766666666666666,3.1,Organic
2026-07-01T00:00:00,墨西哥,iOS,Flawless,0.0,0.0,Organic
2026-08-01T00:00:00,墨西哥,iOS,Effects,37.666666666666664,0.0,Organic
2026-03-01T00:00:00,美国,Android,Mykit,11.0,0.0,Organic
2026-04-01T00:00:00,美国,iOS,Blur,131.0,73.96666666666667,Organic
2026-02-01T00:00:00,墨西哥,iOS,Background,9.392857142857142,0.9285714285714286,Organic
2026-06-01T00:00:00,墨西哥,Android,Magic,37.77777777777778,16.444444444444443,Organic
2026-07-01T00:00:00,美国,Android,Acne,31.29032258064516,18.129032258064516,Organic
2026-06-01T00:00:00,墨西哥,Android,Blur,8.703703703703704,6.148148148148148,Organic
2026-04-01T00:00:00,英国,Android,AI Tattoo,2.8333333333333335,0.5333333333333333,Organic
2026-04-01T00:00:00,英国,Android,Dark Circles,6.533333333333333,4.8,Organic
2026-01-01T00:00:00,美国,iOS,Mykit,72.16129032258064,0.0,Organic
2026-04-01T00:00:00,墨西哥,iOS,AI Replace,2.8666666666666667,0.9333333333333333,Organic
2026-01-01T00:00:00,英国,Android,Prism,1.064516129032258,0.3548387096774194,Organic
2026-02-01T00:00:00,英国,iOS,Crop,26.178571428571427,18.571428571428573,Organic
2026-02-01T00:00:00,墨西哥,iOS,Body,32.107142857142854,23.785714285714285,Organic
2026-01-01T00:00:00,墨西哥,iOS,Background,10.483870967741936,1.096774193548387,Organic
2026-08-01T00:00:00,巴西,Android,Eraser,125.0,71.66666666666667,Organic
2026-05-01T00:00:00,巴西,iOS,Blur,271.16129032258067,182.41935483870967,Organic
2026-01-01T00:00:00,墨西哥,iOS,Reshape,45.16129032258065,30.193548387096776,Organic
2026-07-01T00:00:00,巴西,iOS,AI Repair,209.25806451612902,76.93548387096774,Organic
2026-04-01T00:00:00,墨西哥,iOS,Blur,10.333333333333334,5.833333333333333,Organic
2026-06-01T00:00:00,巴西,Android,Contour,18.444444444444443,8.962962962962964,Organic
2026-04-01T00:00:00,英国,Android,Resize,6.233333333333333,3.0,Organic
2026-08-01T00:00:00,英国,Android,Makeup,12.0,5.833333333333333,Organic
2026-02-01T00:00:00,英国,Android,Details,2.8214285714285716,1.2857142857142858,Organic
2026-03-01T00:00:00,英国,iOS,Bokeh,9.709677419354838,2.129032258064516,Organic
2026-03-01T00:00:00,墨西哥,Android,Reshape,19.096774193548388,9.709677419354838,Organic
2026-01-01T00:00:00,墨西哥,iOS,Eye Brighten,5.741935483870968,3.774193548387097,Organic
2026-03-01T00:00:00,墨西哥,iOS,Face Fix,12.387096774193548,1.935483870967742,Organic
2026-06-01T00:00:00,墨西哥,Android,Face Fix,7.2592592592592595,1.6666666666666667,Organic
2026-06-01T00:00:00,墨西哥,Android,AI Tattoo,4.7407407407407405,1.1851851851851851,Organic
2026-07-01T00:00:00,美国,Android,Eraser,61.16129032258065,24.548387096774192,Organic
2026-01-01T00:00:00,墨西哥,Android,Concealer,10.612903225806452,3.7419354838709675,Organic
2026-01-01T00:00:00,巴西,Android,Teeth,127.74193548387096,0.0,Organic
2026-04-01T00:00:00,墨西哥,Android,Reshape,28.566666666666666,13.2,Organic
2026-01-01T00:00:00,巴西,iOS,Adjust,653.3225806451613,278.5483870967742,Organic
2026-07-01T00:00:00,巴西,Android,Effects,67.09677419354838,2.2903225806451615,Organic
